Order ID,Order Date,CustomerName,State,City,Amount,PROFIT,Quantity,Category,Sub-Category
B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,34,-13,5,Clothing,Leggings
B-25699,24-06-2018,Kritika,Uttar Pradesh,Lucknow,21,-5,1,Electronics,Accessories
B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,129,-75,5,Clothing,Shirt
B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,44,-32,3,Clothing,Stole
B-25700,25-06-2018,Shubhi,Maharashtra,Mumbai,7,-3,2,Clothing,Hankerchief
B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,10,-8,2,Clothing,Skirt
B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,33,-29,3,Clothing,Shirt
B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,98,-45,2,Furniture,Chairs
B-25701,26-06-2018,Maithilee,Madhya Pradesh,Indore,33,-12,5,Clothing,Hankerchief
B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,75,0,3,Clothing,Shirt
B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,424,-17,9,Furniture,Chairs
B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,31,-3,4,Clothing,Saree
B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,941,-203,3,Furniture,Tables
B-25702,27-06-2018,Shaily,Maharashtra,Mumbai,306,-147,3,Clothing,Saree
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,42,-23,2,Furniture,Furnishings
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,17,-3,2,Clothing,Stole
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,32,-5,5,Clothing,Hankerchief
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,231,-190,9,Clothing,Hankerchief
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,22,-15,4,Clothing,Kurti
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,97,-45,4,Clothing,Saree
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,47,-27,4,Clothing,Saree
B-25703,28-06-2018,Ekta,Madhya Pradesh,Indore,186,-141,9,Clothing,Shirt
B-25704,29-06-2018,Riya,Maharashtra,Mumbai,126,-63,3,Electronics,Accessories
B-25704,29-06-2018,Riya,Maharashtra,Mumbai,102,0,3,Electronics,Phones
B-25705,30-06-2018,Shweta,Madhya Pradesh,Indore,46,0,2,Electronics,Electronic Games
B-25706,01-07-2018,Swetlana,Goa,Goa,31,-11,4,Clothing,Stole
B-25707,01-07-2018,Shivani,Maharashtra,Mumbai,8,-6,1,Clothing,Stole
B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,191,13,8,Furniture,Furnishings
B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,709,-100,5,Electronics,Phones
B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,81,-51,7,Clothing,Stole
B-25708,01-07-2018,Kishwar,Madhya Pradesh,Indore,32,-8,2,Clothing,Stole
B-25709,01-07-2018,Aakanksha,Madhya Pradesh,Indore,33,-12,7,Clothing,Saree
B-25709,01-07-2018,Aakanksha,Madhya Pradesh,Indore,41,-6,1,Furniture,Chairs
B-25710,05-07-2018,Megha,Maharashtra,Pune,216,-38,6,Furniture,Furnishings
B-25710,05-07-2018,Megha,Maharashtra,Pune,616,-69,7,Furniture,Furnishings
B-25710,05-07-2018,Megha,Maharashtra,Pune,10,-1,1,Clothing,Leggings
B-25710,05-07-2018,Megha,Maharashtra,Pune,25,0,4,Clothing,Skirt
B-25710,05-07-2018,Megha,Maharashtra,Pune,53,-18,4,Clothing,T-shirt
B-25710,05-07-2018,Megha,Maharashtra,Pune,13,-8,1,Clothing,T-shirt
B-25711,06-07-2018,Sakshi,Madhya Pradesh,Bhopal,100,-58,4,Clothing,Hankerchief
B-25712,07-07-2018,Adhvaita,Rajasthan,Jaipur,193,-275,3,Electronics,Phones
B-25713,08-07-2018,Raksha,West Bengal,Kolkata,158,-63,4,Furniture,Chairs
B-25714,09-07-2018,Stuti,Karnataka,Bangalore,11,-5,2,Clothing,Hankerchief
B-25714,09-07-2018,Stuti,Karnataka,Bangalore,340,20,7,Clothing,Shirt
B-25715,10-07-2018,Srishti,Jammu and Kashmir,Kashmir,416,137,3,Electronics,Phones
B-25716,11-07-2018,Surabhi,Tamil Nadu,Chennai,58,0,4,Clothing,Saree
B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,561,212,3,Clothing,Saree
B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,138,-3,5,Clothing,Saree
B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,90,17,3,Clothing,Shirt
B-25717,12-07-2018,Manshul,Uttar Pradesh,Lucknow,55,-33,2,Furniture,Chairs
B-25718,12-07-2018,Anjali,Maharashtra,Mumbai,371,115,1,Furniture,Bookcases
B-25718,12-07-2018,Anjali,Maharashtra,Mumbai,460,31,3,Furniture,Bookcases
B-25719,12-07-2018,Rashmi,Madhya Pradesh,Indore,29,10,2,Clothing,Stole
B-25720,15-07-2018,Namrata,Punjab,Chandigarh,30,-35,1,Furniture,Chairs
B-25721,16-07-2018,Anchal,Haryana,Chandigarh,29,-18,7,Clothing,Skirt
B-25721,16-07-2018,Anchal,Haryana,Chandigarh,191,51,5,Clothing,Shirt
B-25721,16-07-2018,Anchal,Haryana,Chandigarh,149,-40,2,Electronics,Phones
B-25722,17-07-2018,Inderpreet,Himachal Pradesh,Simla,48,-8,8,Clothing,Stole
B-25723,18-07-2018,Wale,Maharashtra,Mumbai,26,-24,1,Clothing,Stole
B-25723,18-07-2018,Wale,Maharashtra,Mumbai,16,-12,2,Clothing,Stole
B-25723,18-07-2018,Wale,Maharashtra,Mumbai,12,-7,2,Clothing,Leggings
B-25723,18-07-2018,Wale,Maharashtra,Mumbai,76,-54,3,Electronics,Electronic Games
B-25724,19-07-2018,Sheetal,Madhya Pradesh,Indore,168,-51,2,Furniture,Bookcases
B-25725,20-07-2018,Anisha,Nagaland,Kohima,23,-5,7,Clothing,Hankerchief
B-25725,20-07-2018,Anisha,Nagaland,Kohima,26,-5,2,Clothing,Stole
B-25725,20-07-2018,Anisha,Nagaland,Kohima,144,-7,4,Electronics,Electronic Games
B-25726,21-07-2018,Kiran,Maharashtra,Mumbai,490,-128,8,Furniture,Bookcases
B-25727,22-07-2018,Turumella,Madhya Pradesh,Indore,57,-48,6,Clothing,Leggings
B-25727,22-07-2018,Turumella,Madhya Pradesh,Indore,327,114,4,Clothing,Trousers
B-25728,22-07-2018,Ameesha,Maharashtra,Pune,1055,264,4,Electronics,Printers
B-25728,22-07-2018,Ameesha,Maharashtra,Pune,771,-424,2,Electronics,Phones
B-25728,22-07-2018,Ameesha,Maharashtra,Pune,322,-113,4,Clothing,Saree
B-25729,22-07-2018,Madhulika,Madhya Pradesh,Bhopal,1549,-439,4,Electronics,Phones
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,1145,-706,3,Electronics,Phones
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,473,42,4,Furniture,Chairs
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,96,22,5,Clothing,Stole
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,18,8,2,Clothing,Hankerchief
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,187,30,4,Electronics,Accessories
B-25730,22-07-2018,Rishabh,Rajasthan,Jaipur,83,-81,3,Furniture,Chairs
B-25731,26-07-2018,Akash,West Bengal,Kolkata,131,-154,8,Furniture,Furnishings
B-25732,27-07-2018,Anubhaw,Karnataka,Bangalore,16,-5,2,Clothing,Stole
B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,43,-43,7,Clothing,Stole
B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,30,-10,2,Clothing,Stole
B-25733,28-07-2018,Dhirajendu,Maharashtra,Mumbai,23,-6,4,Clothing,Hankerchief
B-25734,29-07-2018,Pranav,Madhya Pradesh,Indore,108,-19,3,Electronics,Electronic Games
B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,12,-2,3,Clothing,Hankerchief
B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,7,-1,2,Clothing,Skirt
B-25735,30-07-2018,Arindam,Uttar Pradesh,Lucknow,15,-7,1,Clothing,Hankerchief
B-25736,31-07-2018,Akshat,Maharashtra,Mumbai,31,-7,5,Clothing,Skirt
B-25737,01-08-2018,Shubham,Madhya Pradesh,Indore,187,-15,3,Clothing,Trousers
B-25738,02-08-2018,Ayush,Punjab,Chandigarh,70,-14,2,Furniture,Furnishings
B-25738,02-08-2018,Ayush,Punjab,Chandigarh,72,-6,3,Clothing,Saree
B-25738,02-08-2018,Ayush,Punjab,Chandigarh,1069,0,6,Clothing,Saree
B-25738,02-08-2018,Ayush,Punjab,Chandigarh,148,-91,2,Electronics,Phones
B-25739,03-08-2018,Daksh,Haryana,Chandigarh,133,-56,2,Furniture,Chairs
B-25740,03-08-2018,Rane,Maharashtra,Mumbai,40,-37,3,Clothing,Stole
B-25740,03-08-2018,Rane,Maharashtra,Mumbai,7,0,2,Clothing,Skirt
B-25740,03-08-2018,Rane,Maharashtra,Mumbai,58,-8,2,Clothing,Saree
B-25741,03-08-2018,Navdeep,Madhya Pradesh,Indore,482,-6,7,Electronics,Electronic Games
B-25742,03-08-2018,Ashwin,Goa,Goa,11,-8,2,Clothing,Skirt
B-25743,07-08-2018,Aman,Nagaland,Kohima,143,-124,5,Clothing,Saree
B-25743,07-08-2018,Aman,Nagaland,Kohima,9,-5,1,Clothing,Saree
B-25743,07-08-2018,Aman,Nagaland,Kohima,503,-56,2,Clothing,Trousers
B-25743,07-08-2018,Aman,Nagaland,Kohima,74,-51,3,Clothing,Stole
B-25743,07-08-2018,Aman,Nagaland,Kohima,56,0,4,Clothing,Hankerchief
B-25744,08-08-2018,Devendra,Andhra Pradesh,Hyderabad,373,-254,6,Electronics,Printers
B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,44,-8,3,Clothing,Stole
B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,296,-225,11,Clothing,Saree
B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,670,15,5,Furniture,Bookcases
B-25745,09-08-2018,Kartik,Gujarat,Ahmedabad,132,-79,5,Furniture,Furnishings
B-25746,10-08-2018,Shivam,Maharashtra,Pune,87,16,2,Clothing,Saree
B-25747,11-08-2018,Harsh,Madhya Pradesh,Bhopal,877,395,2,Furniture,Bookcases
B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,141,10,4,Clothing,Shirt
B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,224,58,3,Electronics,Phones
B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,8,-1,2,Clothing,Leggings
B-25748,12-08-2018,Nitant,Rajasthan,Jaipur,47,-21,2,Electronics,Electronic Games
B-25749,13-08-2018,Ayush,Maharashtra,Mumbai,1052,-82,3,Furniture,Bookcases
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,212,-24,2,Furniture,Chairs
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,42,-15,12,Clothing,Skirt
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,208,-25,2,Clothing,Saree
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,22,-12,3,Clothing,Stole
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,539,-146,7,Furniture,Furnishings
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,78,-6,2,Furniture,Furnishings
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,20,-18,2,Clothing,Saree
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,19,-1,1,Clothing,Shirt
B-25750,14-08-2018,Priyanshu,Madhya Pradesh,Indore,73,-31,1,Furniture,Bookcases
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,10,-8,1,Clothing,Kurti
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,14,-3,2,Clothing,Leggings
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,68,-56,2,Electronics,Phones
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,106,0,2,Electronics,Phones
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,43,-5,2,Clothing,Saree
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,43,21,3,Clothing,Shirt
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,534,5,2,Electronics,Electronic Games
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,32,7,3,Clothing,Hankerchief
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,65,-4,6,Clothing,Hankerchief
B-25751,14-08-2018,Nishant,Maharashtra,Mumbai,221,-15,2,Electronics,Electronic Games
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,1361,197,9,Furniture,Bookcases
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,761,266,9,Electronics,Electronic Games
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,76,27,5,Clothing,Stole
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,91,15,6,Clothing,T-shirt
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,8,-2,2,Clothing,Hankerchief
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,735,-235,6,Electronics,Printers
B-25752,14-08-2018,Vaibhav,Madhya Pradesh,Indore,33,-27,1,Furniture,Chairs
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,62,-56,5,Clothing,Kurti
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,27,-20,2,Clothing,Hankerchief
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,65,-52,3,Electronics,Accessories
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,47,-114,5,Furniture,Furnishings
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,341,-85,6,Clothing,Trousers
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,107,31,5,Clothing,T-shirt
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,154,22,7,Clothing,T-shirt
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,620,82,6,Electronics,Accessories
B-25753,17-08-2018,Shivam,Uttar Pradesh,Lucknow,77,-43,8,Clothing,Stole
B-25754,18-08-2018,Akshay,Bihar,Patna,72,-46,7,Clothing,Kurti
B-25754,18-08-2018,Akshay,Bihar,Patna,41,-14,5,Clothing,Leggings
B-25754,18-08-2018,Akshay,Bihar,Patna,30,-23,2,Clothing,Saree
B-25754,18-08-2018,Akshay,Bihar,Patna,93,-65,4,Clothing,Stole
B-25754,18-08-2018,Akshay,Bihar,Patna,19,0,3,Clothing,Skirt
B-25754,18-08-2018,Akshay,Bihar,Patna,9,-1,3,Clothing,Skirt
B-25754,18-08-2018,Akshay,Bihar,Patna,319,-312,5,Clothing,Saree
B-25754,18-08-2018,Akshay,Bihar,Patna,262,-215,2,Electronics,Printers
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,37,-53,3,Clothing,Saree
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,257,-3,2,Furniture,Bookcases
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,80,-19,5,Clothing,Stole
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,321,-315,5,Clothing,Saree
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,47,-3,2,Clothing,Stole
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,593,213,4,Furniture,Bookcases
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,134,-34,2,Furniture,Chairs
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,1709,564,3,Clothing,Trousers
B-25755,19-08-2018,Shourya,Kerala ,Thiruvananthapuram,27,4,2,Clothing,Saree
B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,465,-33,4,Electronics,Phones
B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,643,-45,2,Electronics,Printers
B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,204,-276,3,Furniture,Bookcases
B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,729,-492,5,Furniture,Bookcases
B-25756,20-08-2018,Mohan,Maharashtra,Mumbai,29,-24,4,Clothing,Leggings
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,17,-13,4,Clothing,Skirt
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,34,-11,5,Clothing,T-shirt
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,98,9,2,Furniture,Furnishings
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,3151,-35,7,Clothing,Trousers
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,53,15,2,Clothing,Stole
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,165,30,3,Clothing,Stole
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,211,19,8,Clothing,Stole
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,106,15,7,Clothing,Hankerchief
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,14,5,1,Clothing,Hankerchief
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,17,7,3,Clothing,Hankerchief
B-25757,21-08-2018,Mohit,Madhya Pradesh,Indore,46,14,5,Clothing,Skirt
B-25758,22-08-2018,Shubham,Himachal Pradesh,Simla,8,-2,1,Clothing,Stole
B-25759,23-08-2018,Soumya,Sikkim,Gangtok,20,-9,6,Clothing,Hankerchief
B-25760,24-08-2018,Pooja,Goa,Goa,322,-193,5,Electronics,Printers
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,2188,1050,5,Furniture,Bookcases
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,328,-15,3,Electronics,Electronic Games
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,418,70,7,Electronics,Phones
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,40,0,3,Clothing,Saree
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,102,-90,1,Clothing,Saree
B-25761,25-08-2018,Surabhi,Maharashtra,Mumbai,263,-31,9,Electronics,Electronic Games
B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,1316,-527,7,Electronics,Electronic Games
B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,27,4,3,Clothing,Skirt
B-25762,26-08-2018,Anudeep,Madhya Pradesh,Indore,98,-5,2,Clothing,Saree
B-25763,27-08-2018,Noshiba,Gujarat,Ahmedabad,58,-52,3,Furniture,Chairs
B-25764,28-08-2018,Sanjova,Maharashtra,Pune,119,43,5,Clothing,T-shirt
B-25764,28-08-2018,Sanjova,Maharashtra,Pune,765,-153,2,Electronics,Phones
B-25764,28-08-2018,Sanjova,Maharashtra,Pune,26,0,2,Clothing,Kurti
B-25764,28-08-2018,Sanjova,Maharashtra,Pune,24,-24,2,Clothing,Saree
B-25765,29-08-2018,Meghana,Madhya Pradesh,Bhopal,139,14,3,Clothing,Stole
B-25766,30-08-2018,Surabhi,Rajasthan,Jaipur,220,-19,2,Clothing,Saree
B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,299,-28,3,Electronics,Electronic Games
B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,9,-9,2,Clothing,Kurti
B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,74,-59,2,Electronics,Accessories
B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,29,-3,3,Clothing,Saree
B-25767,31-08-2018,Ashmeet,West Bengal,Kolkata,48,-22,2,Clothing,Saree
B-25768,01-09-2018,Shreyoshe,Karnataka,Bangalore,1582,-443,6,Clothing,Trousers
B-25769,02-09-2018,Surbhi,Maharashtra,Mumbai,355,-4,2,Clothing,Saree
B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,375,180,3,Furniture,Bookcases
B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,299,113,2,Furniture,Bookcases
B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,287,-280,12,Furniture,Chairs
B-25770,02-09-2018,Sakshi,Madhya Pradesh,Indore,110,35,1,Furniture,Furnishings
B-25771,02-09-2018,Vaibhavi,Uttar Pradesh,Lucknow,148,59,3,Clothing,Hankerchief
B-25772,02-09-2018,Sanjana,Bihar,Patna,1183,106,4,Electronics,Printers
B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,248,-70,3,Furniture,Chairs
B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,85,-9,4,Clothing,Saree
B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,24,-14,2,Clothing,Saree
B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,209,-21,2,Electronics,Electronic Games
B-25773,06-09-2018,Shreya,Kerala ,Thiruvananthapuram,224,-143,3,Furniture,Chairs
B-25774,07-09-2018,Snehal,Punjab,Chandigarh,38,-6,2,Furniture,Furnishings
B-25775,08-09-2018,Duhita,Haryana,Chandigarh,50,-17,2,Clothing,Stole
B-25776,09-09-2018,Mousam,Maharashtra,Mumbai,47,-20,2,Clothing,Kurti
B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,61,-25,4,Electronics,Accessories
B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,69,-67,4,Clothing,Kurti
B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,59,-46,7,Clothing,T-shirt
B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,117,17,6,Clothing,Kurti
B-25777,10-09-2018,Aditi,Madhya Pradesh,Indore,1076,-38,4,Electronics,Printers
B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,1506,-266,6,Electronics,Printers
B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,109,-6,6,Clothing,Saree
B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,933,166,5,Clothing,Saree
B-25778,11-09-2018,Surabhi,Maharashtra,Mumbai,724,-447,4,Electronics,Electronic Games
B-25779,12-09-2018,Savi,Madhya Pradesh,Indore,1361,-980,3,Furniture,Tables
B-25780,13-09-2018,Teena,Andhra Pradesh,Hyderabad,137,-41,3,Electronics,Phones
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,60,-49,8,Clothing,Hankerchief
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,30,-25,2,Clothing,T-shirt
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,767,-353,5,Clothing,Trousers
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,45,-28,2,Clothing,Stole
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,25,-1,4,Clothing,Kurti
B-25781,14-09-2018,Rutuja,Gujarat,Ahmedabad,584,-444,7,Electronics,Printers
B-25782,15-09-2018,Aayushi,Maharashtra,Mumbai,335,-22,7,Furniture,Chairs
B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,25,-11,1,Clothing,Stole
B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,30,-6,2,Clothing,Hankerchief
B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,33,-10,6,Clothing,Leggings
B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,21,-17,3,Clothing,Shirt
B-25783,15-09-2018,Shivangi,Madhya Pradesh,Indore,26,2,2,Clothing,Hankerchief
B-25784,15-09-2018,Rohit,Rajasthan,Jaipur,15,4,1,Clothing,Hankerchief
B-25785,15-09-2018,Ayush,West Bengal,Kolkata,595,292,3,Clothing,Saree
B-25785,15-09-2018,Ayush,West Bengal,Kolkata,45,0,2,Clothing,T-shirt
B-25785,15-09-2018,Ayush,West Bengal,Kolkata,192,-146,3,Clothing,Saree
B-25785,15-09-2018,Ayush,West Bengal,Kolkata,26,-25,3,Clothing,Saree
B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,1854,433,5,Furniture,Bookcases
B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,623,-192,3,Furniture,Tables
B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,44,-34,3,Clothing,Stole
B-25786,19-09-2018,Abhishek,Karnataka,Bangalore,17,-11,3,Clothing,Skirt
B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,556,-209,7,Clothing,Saree
B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,40,-12,3,Clothing,Shirt
B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,229,-41,8,Electronics,Accessories
B-25787,20-09-2018,Asish,Jammu and Kashmir,Kashmir,140,-58,4,Furniture,Furnishings
B-25788,21-09-2018,Dinesh,Tamil Nadu,Chennai,12,3,1,Clothing,Stole
B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,30,0,1,Clothing,Kurti
B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,313,-13,5,Furniture,Bookcases
B-25789,22-09-2018,Akshay,Uttar Pradesh,Lucknow,67,-86,9,Furniture,Furnishings
B-25790,23-09-2018,Sajal,Bihar,Patna,42,-3,1,Electronics,Electronic Games
B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,253,-63,2,Clothing,Saree
B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,565,66,7,Clothing,Saree
B-25791,24-09-2018,Avish,Kerala ,Thiruvananthapuram,175,77,3,Clothing,Saree
B-25792,24-09-2018,Abhishek,Maharashtra,Mumbai,74,-25,3,Clothing,Stole
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,40,-33,5,Clothing,Hankerchief
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,63,-24,6,Clothing,Kurti
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,60,-12,4,Clothing,Hankerchief
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,257,-252,4,Clothing,Saree
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,24,-1,4,Clothing,Skirt
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,18,1,3,Clothing,Hankerchief
B-25793,24-09-2018,Siddharth,Madhya Pradesh,Indore,1402,109,11,Clothing,Saree
B-25794,24-09-2018,Aditya,Himachal Pradesh,Simla,176,37,6,Electronics,Accessories
B-25795,24-09-2018,Sukant,Sikkim,Gangtok,276,-21,2,Electronics,Phones
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,37,-6,1,Clothing,Saree
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,28,1,1,Electronics,Accessories
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,239,-162,5,Furniture,Chairs
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,78,-64,7,Clothing,Stole
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,632,-316,6,Clothing,Saree
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,559,-19,2,Clothing,Trousers
B-25796,24-09-2018,Sukrith,Maharashtra,Mumbai,148,0,3,Clothing,Saree
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,976,293,4,Electronics,Accessories
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,148,-101,2,Furniture,Bookcases
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,413,-314,9,Furniture,Chairs
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,89,-4,5,Clothing,Saree
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,1630,-802,5,Furniture,Tables
B-25797,30-09-2018,Sauptik,Madhya Pradesh,Indore,31,1,2,Clothing,Hankerchief
